date,tenedor,value
2015/12,BANCO DE ESPAÑA,71160
2015/12,ENTIDADES DE SEGUROS,62815
2015/12,FONDOS DE PENSIONES,10869
2015/12,FONDOS DE INVERSION,15022
2015/12,OTRAS INSTITUCIONES FINANCIERAS,1192
2015/12,EMPRESAS NO FINANCIERAS,10609
2015/12,PERSONAS FÍSICAS,3763
2015/12,ADMINISTRACIONES PÚBLICAS,37456
2015/12,NO RESIDENTES,312311
2015/12,TOTAL,705353
2016/01,ENTIDADES DE CREDITO,168201.120342
2016/01,BANCO DE ESPAÑA,74696.370513
2016/01,ENTIDADES DE SEGUROS,70057.744079
2016/01,FONDOS DE PENSIONES,12101.803008
2016/01,FONDOS DE INVERSION,15502.642695
2016/01,OTRAS INSTITUCIONES FINANCIERAS,604.138284
2016/01,EMPRESAS NO FINANCIERAS,2406.312262
2016/01,PERSONAS FÍSICAS,2930.625645
2016/01,ADMINISTRACIONES PÚBLICAS,39377.234116
2016/01,NO RESIDENTES,317980.954035
2016/01,TOTAL,703858.944979
2016/02,ENTIDADES DE CREDITO,171162.353565
2016/02,BANCO DE ESPAÑA,79483.370513
2016/02,ENTIDADES DE SEGUROS,71431.438079
2016/02,FONDOS DE PENSIONES,12268.923008
2016/02,FONDOS DE INVERSION,15273.776254
2016/02,OTRAS INSTITUCIONES FINANCIERAS,632.437284
2016/02,EMPRESAS NO FINANCIERAS,2366.846928
2016/02,PERSONAS FÍSICAS,2963.999919
2016/02,ADMINISTRACIONES PÚBLICAS,41890.359116
2016/02,NO RESIDENTES,313397.323313
2016/02,TOTAL,710870.827979
2016/03,ENTIDADES DE CREDITO,170541.927764
2016/03,BANCO DE ESPAÑA,84738.370513
2016/03,ENTIDADES DE SEGUROS,71541.656113
2016/03,FONDOS DE PENSIONES,11972.027008
2016/03,FONDOS DE INVERSION,15376.698657
2016/03,OTRAS INSTITUCIONES FINANCIERAS,634.956284
2016/03,EMPRESAS NO FINANCIERAS,2403.868595
2016/03,PERSONAS FÍSICAS,2828.372679
2016/03,ADMINISTRACIONES PÚBLICAS,41264.508116
2016/03,NO RESIDENTES,322287.88225
2016/03,TOTAL,723590.267979
2016/04,ENTIDADES DE CREDITO,170740.517764
2016/04,BANCO DE ESPAÑA,91245.870513
2016/04,ENTIDADES DE SEGUROS,72569.263113
2016/04,FONDOS DE PENSIONES,11897.653008
2016/04,FONDOS DE INVERSION,15024.062923
2016/04,OTRAS INSTITUCIONES FINANCIERAS,657.701284
2016/04,EMPRESAS NO FINANCIERAS,2355.778595
2016/04,PERSONAS FÍSICAS,2821.367679
2016/04,ADMINISTRACIONES PÚBLICAS,36718.247116
2016/04,NO RESIDENTES,305394.478984
2016/04,TOTAL,709424.940979
2016/05,ENTIDADES DE CREDITO,170568.654875
2016/05,BANCO DE ESPAÑA,99367.303513
2016/05,ENTIDADES DE SEGUROS,73038.358113
2016/05,FONDOS DE PENSIONES,11846.919008
2016/05,FONDOS DE INVERSION,14517.133481
2016/05,OTRAS INSTITUCIONES FINANCIERAS,683.485284
2016/05,EMPRESAS NO FINANCIERAS,2427.200595
2016/05,PERSONAS FÍSICAS,2856.065679
2016/05,ADMINISTRACIONES PÚBLICAS,36330.310116
2016/05,NO RESIDENTES,308496.067315
2016/05,TOTAL,720131.497979
2016/06,ENTIDADES DE CREDITO,172787.443333
2016/06,BANCO DE ESPAÑA,106594.743513
2016/06,ENTIDADES DE SEGUROS,73436.049113
2016/06,FONDOS DE PENSIONES,12355.850008
2016/06,FONDOS DE INVERSION,14812.850178
2016/06,OTRAS INSTITUCIONES FINANCIERAS,704.118284
2016/06,EMPRESAS NO FINANCIERAS,2355.506595
2016/06,PERSONAS FÍSICAS,2808.949679
2016/06,ADMINISTRACIONES PÚBLICAS,33911.053116
2016/06,NO RESIDENTES,310361.15716
2016/06,TOTAL,730127.720979
2016/07,ENTIDADES DE CREDITO,166377.064958
2016/07,BANCO DE ESPAÑA,112024.743513
2016/07,ENTIDADES DE SEGUROS,74864.623113
2016/07,FONDOS DE PENSIONES,12127.05519
2016/07,FONDOS DE INVERSION,15473.38607
2016/07,OTRAS INSTITUCIONES FINANCIERAS,700.568284
2016/07,EMPRESAS NO FINANCIERAS,2256.750595
2016/07,PERSONAS FÍSICAS,2812.646568
2016/07,ADMINISTRACIONES PÚBLICAS,32845.795116
2016/07,NO RESIDENTES,308822.547572
2016/07,TOTAL,728305.180979
2016/08,ENTIDADES DE CREDITO,164835.87382
2016/08,BANCO DE ESPAÑA,116554.743513
2016/08,ENTIDADES DE SEGUROS,75159.275025
2016/08,FONDOS DE PENSIONES,12171.008951
2016/08,FONDOS DE INVERSION,15541.676008
2016/08,OTRAS INSTITUCIONES FINANCIERAS,681.013284
2016/08,EMPRESAS NO FINANCIERAS,2306.286652
2016/08,PERSONAS FÍSICAS,2838.656568
2016/08,ADMINISTRACIONES PÚBLICAS,33209.148116
2016/08,NO RESIDENTES,308610.835042
2016/08,TOTAL,731908.516979
2016/09,ENTIDADES DE CREDITO,161398.05841
2016/09,BANCO DE ESPAÑA,122719.743513
2016/09,ENTIDADES DE SEGUROS,74541.797148
2016/09,FONDOS DE PENSIONES,12422.375008
2016/09,FONDOS DE INVERSION,17040.704622
2016/09,OTRAS INSTITUCIONES FINANCIERAS,725.850284
2016/09,EMPRESAS NO FINANCIERAS,2254.733595
2016/09,PERSONAS FÍSICAS,2478.205626
2016/09,ADMINISTRACIONES PÚBLICAS,30084.018575
2016/09,NO RESIDENTES,316924.252198
2016/09,TOTAL,740589.738979
2016/10,ENTIDADES DE CREDITO,157357.019669
2016/10,BANCO DE ESPAÑA,127226.743513
2016/10,ENTIDADES DE SEGUROS,74653.829024
2016/10,FONDOS DE PENSIONES,12392.994008
2016/10,FONDOS DE INVERSION,17137.647924
2016/10,OTRAS INSTITUCIONES FINANCIERAS,689.921174
2016/10,EMPRESAS NO FINANCIERAS,2345.584595
2016/10,PERSONAS FÍSICAS,2498.180626
2016/10,ADMINISTRACIONES PÚBLICAS,24218.416575
2016/10,NO RESIDENTES,310711.592871
2016/10,TOTAL,729231.929979
2016/11,ENTIDADES DE CREDITO,160685.724699
2016/11,BANCO DE ESPAÑA,133551.743513
2016/11,ENTIDADES DE SEGUROS,74143.275214
2016/11,FONDOS DE PENSIONES,12746.737008
2016/11,FONDOS DE INVERSION,16801.46722
2016/11,OTRAS INSTITUCIONES FINANCIERAS,737.219174
2016/11,EMPRESAS NO FINANCIERAS,2186.012515
2016/11,PERSONAS FÍSICAS,2479.333859
2016/11,ADMINISTRACIONES PÚBLICAS,22425.570707
2016/11,NO RESIDENTES,310982.77607
2016/11,TOTAL,736739.859979
2016/12,ENTIDADES DE CREDITO,153515.416435
2016/12,BANCO DE ESPAÑA,138590.243513
2016/12,ENTIDADES DE SEGUROS,74268.744214
2016/12,FONDOS DE PENSIONES,12698.615008
2016/12,FONDOS DE INVERSION,18837.27848
2016/12,OTRAS INSTITUCIONES FINANCIERAS,752.305284
2016/12,EMPRESAS NO FINANCIERAS,2240.441515
2016/12,PERSONAS FÍSICAS,2671.905018
2016/12,ADMINISTRACIONES PÚBLICAS,22600.899051
2016/12,NO RESIDENTES,315553.037461
2016/12,TOTAL,741728.885979
2017/01,ENTIDADES DE CREDITO,151100.797353
2017/01,BANCO DE ESPAÑA,143602.991513
2017/01,ENTIDADES DE SEGUROS,75055.497144
2017/01,FONDOS DE PENSIONES,12347.438008
2017/01,FONDOS DE INVERSION,18484.858362
2017/01,OTRAS INSTITUCIONES FINANCIERAS,731.186284
2017/01,EMPRESAS NO FINANCIERAS,1748.641515
2017/01,PERSONAS FÍSICAS,2686.837018
2017/01,ADMINISTRACIONES PÚBLICAS,20523.086707
2017/01,NO RESIDENTES,312650.888075
2017/01,TOTAL,738932.221979
2017/02,ENTIDADES DE CREDITO,158198.587849
2017/02,BANCO DE ESPAÑA,150212.991513
2017/02,ENTIDADES DE SEGUROS,76747.423744
2017/02,FONDOS DE PENSIONES,12417.569008
2017/02,FONDOS DE INVERSION,18718.418279
2017/02,OTRAS INSTITUCIONES FINANCIERAS,731.355284
2017/02,EMPRESAS NO FINANCIERAS,1692.628695
2017/02,PERSONAS FÍSICAS,2739.804374
2017/02,ADMINISTRACIONES PÚBLICAS,20581.250051
2017/02,NO RESIDENTES,306518.050182
2017/02,TOTAL,748558.078979
2017/03,ENTIDADES DE CREDITO,155447.972092
2017/03,BANCO DE ESPAÑA,156347.991513
2017/03,ENTIDADES DE SEGUROS,76384.323907
2017/03,FONDOS DE PENSIONES,11693.106008
2017/03,FONDOS DE INVERSION,18232.210644
2017/03,OTRAS INSTITUCIONES FINANCIERAS,814.263284
2017/03,EMPRESAS NO FINANCIERAS,1557.123695
2017/03,PERSONAS FÍSICAS,2638.980689
2017/03,ADMINISTRACIONES PÚBLICAS,20832.966707
2017/03,NO RESIDENTES,319128.92244
2017/03,TOTAL,763077.860979
2017/04,ENTIDADES DE CREDITO,149551.325347
2017/04,BANCO DE ESPAÑA,160870.991513
2017/04,ENTIDADES DE SEGUROS,76465.146097
2017/04,FONDOS DE PENSIONES,11706.379008
2017/04,FONDOS DE INVERSION,17636.895149
2017/04,OTRAS INSTITUCIONES FINANCIERAS,794.987284
2017/04,EMPRESAS NO FINANCIERAS,1416.540695
2017/04,PERSONAS FÍSICAS,2673.915324
2017/04,ADMINISTRACIONES PÚBLICAS,19556.683051
2017/04,NO RESIDENTES,312185.330511
2017/04,TOTAL,752858.193979
2017/05,ENTIDADES DE CREDITO,151738.826548
2017/05,BANCO DE ESPAÑA,165544.991513
2017/05,ENTIDADES DE SEGUROS,76952.021144
2017/05,FONDOS DE PENSIONES,11538.292008
2017/05,FONDOS DE INVERSION,17170.603577
2017/05,OTRAS INSTITUCIONES FINANCIERAS,791.975284
2017/05,EMPRESAS NO FINANCIERAS,1281.599695
2017/05,PERSONAS FÍSICAS,2617.355324
2017/05,ADMINISTRACIONES PÚBLICAS,19541.454707
2017/05,NO RESIDENTES,321049.065179
2017/05,TOTAL,768226.184979
2017/06,ENTIDADES DE CREDITO,152234.173507
2017/06,BANCO DE ESPAÑA,170301.991513
2017/06,ENTIDADES DE SEGUROS,76543.728309
2017/06,FONDOS DE PENSIONES,11146.393008
2017/06,FONDOS DE INVERSION,16786.643827
2017/06,OTRAS INSTITUCIONES FINANCIERAS,801.525284
2017/06,EMPRESAS NO FINANCIERAS,1203.406695
2017/06,PERSONAS FÍSICAS,2360.695954
2017/06,ADMINISTRACIONES PÚBLICAS,19479.870707
2017/06,NO RESIDENTES,326824.092175
2017/06,TOTAL,777682.520979
2017/07,ENTIDADES DE CREDITO,152774.906186
2017/07,BANCO DE ESPAÑA,173224.491513
2017/07,ENTIDADES DE SEGUROS,76404.925355
2017/07,FONDOS DE PENSIONES,11008.144008
2017/07,FONDOS DE INVERSION,16530.848446
2017/07,OTRAS INSTITUCIONES FINANCIERAS,786.667284
2017/07,EMPRESAS NO FINANCIERAS,1227.328695
2017/07,PERSONAS FÍSICAS,1717.319774
2017/07,ADMINISTRACIONES PÚBLICAS,16354.470051
2017/07,NO RESIDENTES,326287.107667
2017/07,TOTAL,776316.208979
2017/08,ENTIDADES DE CREDITO,153187.189184
2017/08,BANCO DE ESPAÑA,177224.491513
2017/08,ENTIDADES DE SEGUROS,76642.564289
2017/08,FONDOS DE PENSIONES,10953.739008
2017/08,FONDOS DE INVERSION,16601.924108
2017/08,OTRAS INSTITUCIONES FINANCIERAS,812.161284
2017/08,EMPRESAS NO FINANCIERAS,1189.527695
2017/08,PERSONAS FÍSICAS,1712.945774
2017/08,ADMINISTRACIONES PÚBLICAS,17121.332707
2017/08,NO RESIDENTES,325097.291417
2017/08,TOTAL,780543.166979
2017/09,ENTIDADES DE CREDITO,155580.108805
2017/09,BANCO DE ESPAÑA,181392.866513
2017/09,ENTIDADES DE SEGUROS,77896.770496
2017/09,FONDOS DE PENSIONES,10480.769008
2017/09,FONDOS DE INVERSION,16272.34368
2017/09,OTRAS INSTITUCIONES FINANCIERAS,822.530284
2017/09,EMPRESAS NO FINANCIERAS,1211.258654
2017/09,PERSONAS FÍSICAS,1722.16864
2017/09,ADMINISTRACIONES PÚBLICAS,13986.908697
2017/09,NO RESIDENTES,327717.155202
2017/09,TOTAL,787082.879979
2017/10,ENTIDADES DE CREDITO,151814.732488
2017/10,BANCO DE ESPAÑA,185729.566513
2017/10,ENTIDADES DE SEGUROS,77273.614905
2017/10,FONDOS DE PENSIONES,10432.419405
2017/10,FONDOS DE INVERSION,15382.261468
2017/10,OTRAS INSTITUCIONES FINANCIERAS,809.149284
2017/10,EMPRESAS NO FINANCIERAS,1258.322654
2017/10,PERSONAS FÍSICAS,1703.23592
2017/10,ADMINISTRACIONES PÚBLICAS,13263.984877
2017/10,NO RESIDENTES,323168.332465
2017/10,TOTAL,780835.619979
2017/11,ENTIDADES DE CREDITO,149603.727747
2017/11,BANCO DE ESPAÑA,190777.56651305
2017/11,ENTIDADES DE SEGUROS,77047.81341874
2017/11,FONDOS DE PENSIONES,10441.94336172
2017/11,FONDOS DE INVERSION,15410.9833886625
2017/11,OTRAS INSTITUCIONES FINANCIERAS,762.94528411
2017/11,EMPRESAS NO FINANCIERAS,1314.88965391
2017/11,PERSONAS FÍSICAS,1691.25681547
2017/11,ADMINISTRACIONES PÚBLICAS,13672.85869663
2017/11,NO RESIDENTES,330205.691099577
2017/11,TOTAL,790929.675979
2017/12,ENTIDADES DE CREDITO,147262.79331
2017/12,BANCO DE ESPAÑA,195501.56651305
2017/12,ENTIDADES DE SEGUROS,77851.96215674
2017/12,FONDOS DE PENSIONES,10540.55441772
2017/12,FONDOS DE INVERSION,15480.2511487075
2017/12,OTRAS INSTITUCIONES FINANCIERAS,767.03628411
2017/12,EMPRESAS NO FINANCIERAS,1335.21775239
2017/12,PERSONAS FÍSICAS,1685.49526995
2017/12,ADMINISTRACIONES PÚBLICAS,13850.69727593
2017/12,NO RESIDENTES,335344.069850272
2017/12,TOTAL,799619.64
2018/01,ENTIDADES DE CREDITO,149365.87772
2018/01,BANCO DE ESPAÑA,195501.56651305
2018/01,ENTIDADES DE SEGUROS,77391.68852674
2018/01,FONDOS DE PENSIONES,10886.40269672
2018/01,FONDOS DE INVERSION,15112.7879011154
2018/01,OTRAS INSTITUCIONES FINANCIERAS,778.75078411
2018/01,EMPRESAS NO FINANCIERAS,1066.64175239
2018/01,PERSONAS FÍSICAS,1597.33236624
2018/01,ADMINISTRACIONES PÚBLICAS,13197.71919411
2018/01,NO RESIDENTES,336583.581524394
2018/01,TOTAL,801482.34897887
2018/02,ENTIDADES DE CREDITO,154616.210009
2018/02,BANCO DE ESPAÑA,198118.56651305
2018/02,ENTIDADES DE SEGUROS,78899.51573774
2018/02,FONDOS DE PENSIONES,10841.30810472
2018/02,FONDOS DE INVERSION,14949.301729181
2018/02,OTRAS INSTITUCIONES FINANCIERAS,810.14078411
2018/02,EMPRESAS NO FINANCIERAS,1063.24775239
2018/02,PERSONAS FÍSICAS,1807.43734677
2018/02,ADMINISTRACIONES PÚBLICAS,13346.34637441
2018/02,NO RESIDENTES,342448.088627499
2018/02,TOTAL,816900.16297887
2018/03,ENTIDADES DE CREDITO,151864.16861
2018/03,BANCO DE ESPAÑA,200685.56651305
2018/03,ENTIDADES DE SEGUROS,78146.33853674
2018/03,FONDOS DE PENSIONES,10915.49519172
2018/03,FONDOS DE INVERSION,16027.2461539951
2018/03,OTRAS INSTITUCIONES FINANCIERAS,677.861
2018/03,EMPRESAS NO FINANCIERAS,1211.50675239
2018/03,PERSONAS FÍSICAS,1812.52613062
2018/03,ADMINISTRACIONES PÚBLICAS,13395.07837441
2018/03,NO RESIDENTES,352461.223715945
2018/03,TOTAL,827197.01097887
2018/04,ENTIDADES DE CREDITO,143131.709851
2018/04,BANCO DE ESPAÑA,202695.56651305
2018/04,ENTIDADES DE SEGUROS,78025.35412276
2018/04,FONDOS DE PENSIONES,10837.79247072
2018/04,FONDOS DE INVERSION,15823.4097655998
2018/04,OTRAS INSTITUCIONES FINANCIERAS,712.08378411
2018/04,EMPRESAS NO FINANCIERAS,1176.78675239
2018/04,PERSONAS FÍSICAS,1786.97587932
2018/04,ADMINISTRACIONES PÚBLICAS,12808.82855471
2018/04,NO RESIDENTES,352731.26428524
2018/04,TOTAL,819729.7719789
2018/05,ENTIDADES DE CREDITO,148403.009524
2018/05,BANCO DE ESPAÑA,205236.56651305
2018/05,ENTIDADES DE SEGUROS,79139.80767385
2018/05,FONDOS DE PENSIONES,10652.92873903
2018/05,FONDOS DE INVERSION,14898.0312103296
2018/05,OTRAS INSTITUCIONES FINANCIERAS,706.09
2018/05,EMPRESAS NO FINANCIERAS,1404.58075239
2018/05,PERSONAS FÍSICAS,1772.64471864
2018/05,ADMINISTRACIONES PÚBLICAS,12937.84737441
2018/05,NO RESIDENTES,354243.661473301
2018/05,TOTAL,829395.167979
2018/06,ENTIDADES DE CREDITO,151060.222381
2018/06,BANCO DE ESPAÑA,207730.56651305
2018/06,ENTIDADES DE SEGUROS,80324.03430442
2018/06,FONDOS DE PENSIONES,11395.47529872
2018/06,FONDOS DE INVERSION,14652.4922578432
2018/06,OTRAS INSTITUCIONES FINANCIERAS,681.042
2018/06,EMPRESAS NO FINANCIERAS,1353.26997108
2018/06,PERSONAS FÍSICAS,1791.98149897
2018/06,ADMINISTRACIONES PÚBLICAS,13110.28037441
2018/06,NO RESIDENTES,357128.451379407
2018/06,TOTAL,839227.8159789
2018/07,ENTIDADES DE CREDITO,148499.989313
2018/07,BANCO DE ESPAÑA,209019.56651305
2018/07,ENTIDADES DE SEGUROS,79482.61250842
2018/07,FONDOS DE PENSIONES,11058.09735472
2018/07,FONDOS DE INVERSION,15175.2473296881
2018/07,OTRAS INSTITUCIONES FINANCIERAS,670.928
2018/07,EMPRESAS NO FINANCIERAS,1338.51997108
2018/07,PERSONAS FÍSICAS,1556.45782595
2018/07,ADMINISTRACIONES PÚBLICAS,9936.37037441
2018/07,NO RESIDENTES,359115.110788552
2018/07,TOTAL,835852.89997887
2018/08,ENTIDADES DE CREDITO,149998.196038
2018/08,BANCO DE ESPAÑA,211358.16651305
2018/08,ENTIDADES DE SEGUROS,79997.17968342
2018/08,FONDOS DE PENSIONES,10724.08746572
2018/08,FONDOS DE INVERSION,15067.3965545904
2018/08,OTRAS INSTITUCIONES FINANCIERAS,676.505
2018/08,EMPRESAS NO FINANCIERAS,1375.54897108
2018/08,PERSONAS FÍSICAS,1717.32417795
2018/08,ADMINISTRACIONES PÚBLICAS,9980.56737441
2018/08,NO RESIDENTES,360049.11520065
2018/08,TOTAL,840944.08697887
2018/09,ENTIDADES DE CREDITO,152409.510294
2018/09,BANCO DE ESPAÑA,214156.16651305
2018/09,ENTIDADES DE SEGUROS,80302.10967833
2018/09,FONDOS DE PENSIONES,10646.37724372
2018/09,FONDOS DE INVERSION,14452.1266040136
2018/09,OTRAS INSTITUCIONES FINANCIERAS,700.539
2018/09,EMPRESAS NO FINANCIERAS,1374.61697108
2018/09,PERSONAS FÍSICAS,1522.11550395
2018/09,ADMINISTRACIONES PÚBLICAS,9989.19237441
2018/09,NO RESIDENTES,368935.888796317
2018/09,TOTAL,854488.64297887
2018/10,ENTIDADES DE CREDITO,145842.948448
2018/10,BANCO DE ESPAÑA,213576.16651305
2018/10,ENTIDADES DE SEGUROS,80191.28743233
2018/10,FONDOS DE PENSIONES,10385.02914372
2018/10,FONDOS DE INVERSION,13263.7545218683
2018/10,OTRAS INSTITUCIONES FINANCIERAS,723.465
2018/10,EMPRESAS NO FINANCIERAS,1323.70580744
2018/10,PERSONAS FÍSICAS,1618.03834159
2018/10,ADMINISTRACIONES PÚBLICAS,9387.30219411
2018/10,NO RESIDENTES,367434.557576762
2018/10,TOTAL,843746.25497887
2018/11,ENTIDADES DE CREDITO,145684.384612
2018/11,BANCO DE ESPAÑA,216391.666513
2018/11,ENTIDADES DE SEGUROS,81164.562851
2018/11,FONDOS DE PENSIONES,9905.239422
2018/11,FONDOS DE INVERSION,13748.22791
2018/11,OTRAS INSTITUCIONES FINANCIERAS,728.332
2018/11,EMPRESAS NO FINANCIERAS,1279.143807
2018/11,PERSONAS FÍSICAS,1444.729668
2018/11,ADMINISTRACIONES PÚBLICAS,9522.344374
2018/11,NO RESIDENTES,371826.122822
2018/11,TOTAL,851694.753979
2018/12,ENTIDADES DE CREDITO,145369.030104
2018/12,BANCO DE ESPAÑA,217923.49151305
2018/12,ENTIDADES DE SEGUROS,81407.16583466
2018/12,FONDOS DE PENSIONES,9751.51001072
2018/12,FONDOS DE INVERSION,13932.1690532056
2018/12,OTRAS INSTITUCIONES FINANCIERAS,693.858
2018/12,EMPRESAS NO FINANCIERAS,1231.67580744
2018/12,PERSONAS FÍSICAS,1624.15737659
2018/12,ADMINISTRACIONES PÚBLICAS,9614.11737441
2018/12,NO RESIDENTES,373579.488904925
2018/12,TOTAL,855126.663979
2019/01,ENTIDADES DE CREDITO,148016.661335
2019/01,BANCO DE ESPAÑA,216477.49151305
2019/01,ENTIDADES DE SEGUROS,80321.17005509
2019/01,FONDOS DE PENSIONES,9782.84713172
2019/01,FONDOS DE INVERSION,13841.0637496051
2019/01,OTRAS INSTITUCIONES FINANCIERAS,734.754
2019/01,EMPRESAS NO FINANCIERAS,1214.99580744
2019/01,PERSONAS FÍSICAS,1603.0562855
2019/01,ADMINISTRACIONES PÚBLICAS,8881.87737441
2019/01,NO RESIDENTES,376157.557727055
2019/01,TOTAL,857031.47497887
2019/02,ENTIDADES DE CREDITO,153856.339679
2019/02,BANCO DE ESPAÑA,216822.49151305
2019/02,ENTIDADES DE SEGUROS,82070.12773732
2019/02,FONDOS DE PENSIONES,9827.77452072
2019/02,FONDOS DE INVERSION,14408.363569033
2019/02,OTRAS INSTITUCIONES FINANCIERAS,727.975
2019/02,EMPRESAS NO FINANCIERAS,1217.41680744
2019/02,PERSONAS FÍSICAS,1466.1254415
2019/02,ADMINISTRACIONES PÚBLICAS,9110.47037441
2019/02,NO RESIDENTES,376785.624336397
2019/02,TOTAL,866292.70897887
2019/03,ENTIDADES DE CREDITO,156024.895994
2019/03,BANCO DE ESPAÑA,217248.49151305
2019/03,ENTIDADES DE SEGUROS,82722.9989006901
2019/03,FONDOS DE PENSIONES,9915.02512672
2019/03,FONDOS DE INVERSION,14491.1181998852
2019/03,OTRAS INSTITUCIONES FINANCIERAS,737.42178411
2019/03,EMPRESAS NO FINANCIERAS,1202.71880744
2019/03,PERSONAS FÍSICAS,1460.52262833
2019/03,ADMINISTRACIONES PÚBLICAS,9177.28719411
2019/03,NO RESIDENTES,386996.856830535
2019/03,TOTAL,879977.33697887
2019/04,ENTIDADES DE CREDITO,146409.018815
2019/04,BANCO DE ESPAÑA,213429.29151305
2019/04,ENTIDADES DE SEGUROS,82245.77269432
2019/04,FONDOS DE PENSIONES,9591.36446672
2019/04,FONDOS DE INVERSION,12981.6082719806
2019/04,OTRAS INSTITUCIONES FINANCIERAS,693.50878411
2019/04,EMPRESAS NO FINANCIERAS,1447.90880744
2019/04,PERSONAS FÍSICAS,1400.70622009
2019/04,ADMINISTRACIONES PÚBLICAS,9089.40819411
2019/04,NO RESIDENTES,388380.396212179
2019/04,TOTAL,865668.983979
2019/05,ENTIDADES DE CREDITO,147264.099446
2019/05,BANCO DE ESPAÑA,213858.79151305
2019/05,ENTIDADES DE SEGUROS,83249.91585363
2019/05,FONDOS DE PENSIONES,9572.85155498
2019/05,FONDOS DE INVERSION,13680.7958476335
2019/05,OTRAS INSTITUCIONES FINANCIERAS,650.631
2019/05,EMPRESAS NO FINANCIERAS,1415.53980744
2019/05,PERSONAS FÍSICAS,1395.90820639
2019/05,ADMINISTRACIONES PÚBLICAS,9097.94063654
2019/05,NO RESIDENTES,394341.436113207
2019/05,TOTAL,874527.90997887
2019/06,ENTIDADES DE CREDITO,143187.368543
2019/06,BANCO DE ESPAÑA,214013.79151305
2019/06,ENTIDADES DE SEGUROS,82410.18201569
2019/06,FONDOS DE PENSIONES,10036.83875772
2019/06,FONDOS DE INVERSION,13937.4331114169
2019/06,OTRAS INSTITUCIONES FINANCIERAS,680.914
2019/06,EMPRESAS NO FINANCIERAS,822.07180744
2019/06,PERSONAS FÍSICAS,1377.63981458
2019/06,ADMINISTRACIONES PÚBLICAS,10126.94419411
2019/06,NO RESIDENTES,411976.562221863
2019/06,TOTAL,888569.74597887
2019/07,ENTIDADES DE CREDITO,140070.833249
2019/07,BANCO DE ESPAÑA,211469.29151305
2019/07,ENTIDADES DE SEGUROS,81967.03508769
2019/07,FONDOS DE PENSIONES,9832.01343272
2019/07,FONDOS DE INVERSION,14066.1034834106
2019/07,OTRAS INSTITUCIONES FINANCIERAS,626.739
2019/07,EMPRESAS NO FINANCIERAS,782.75180744
2019/07,PERSONAS FÍSICAS,1337.07717927
2019/07,ADMINISTRACIONES PÚBLICAS,9340.37537441
2019/07,NO RESIDENTES,407422.748851879
2019/07,TOTAL,876914.96897887
2019/08,ENTIDADES DE CREDITO,137327.95089
2019/08,BANCO DE ESPAÑA,211684.79151305
2019/08,ENTIDADES DE SEGUROS,82218.01194769
2019/08,FONDOS DE PENSIONES,10108.42056872
2019/08,FONDOS DE INVERSION,13584.727355087
2019/08,OTRAS INSTITUCIONES FINANCIERAS,627.264
2019/08,EMPRESAS NO FINANCIERAS,873.25380744
2019/08,PERSONAS FÍSICAS,1337.46814743
2019/08,ADMINISTRACIONES PÚBLICAS,9320.90219411
2019/08,NO RESIDENTES,414764.110555343
2019/08,TOTAL,881846.90097887
2019/09,ENTIDADES DE CREDITO,139896.854853
2019/09,BANCO DE ESPAÑA,211884.09651305
2019/09,ENTIDADES DE SEGUROS,82554.25335269
2019/09,FONDOS DE PENSIONES,9899.56702972
2019/09,FONDOS DE INVERSION,13589.2427149942
2019/09,OTRAS INSTITUCIONES FINANCIERAS,692.698
2019/09,EMPRESAS NO FINANCIERAS,865.18180744
2019/09,PERSONAS FÍSICAS,1327.42731909
2019/09,ADMINISTRACIONES PÚBLICAS,9295.30719411
2019/09,NO RESIDENTES,420781.339194776
2019/09,TOTAL,890785.96797887
2019/10,ENTIDADES DE CREDITO,136872.374591
2019/10,BANCO DE ESPAÑA,210509.59651305
2019/10,ENTIDADES DE SEGUROS,81620.66950532
2019/10,FONDOS DE PENSIONES,9073.47109772
2019/10,FONDOS DE INVERSION,13316.6468327064
2019/10,OTRAS INSTITUCIONES FINANCIERAS,667.288
2019/10,EMPRESAS NO FINANCIERAS,786.17880744
2019/10,PERSONAS FÍSICAS,1279.45215507
2019/10,ADMINISTRACIONES PÚBLICAS,8707.12037441
2019/10,NO RESIDENTES,414682.752102153
2019/10,TOTAL,877515.54997887
2019/11,ENTIDADES DE CREDITO,135104.869663
2019/11,BANCO DE ESPAÑA,210247.09651305
2019/11,ENTIDADES DE SEGUROS,81260.59881332
2019/11,FONDOS DE PENSIONES,9077.00922959
2019/11,FONDOS DE INVERSION,12894.0881034323
2019/11,OTRAS INSTITUCIONES FINANCIERAS,743.816
2019/11,EMPRESAS NO FINANCIERAS,802.70380744
2019/11,PERSONAS FÍSICAS,1276.03776875
2019/11,ADMINISTRACIONES PÚBLICAS,8951.78425421
2019/11,NO RESIDENTES,415500.647826078
2019/11,TOTAL,875858.65197887
2019/12,ENTIDADES DE CREDITO,133600.311342
2019/12,BANCO DE ESPAÑA,212598.49651305
2019/12,ENTIDADES DE SEGUROS,78689.32874469
2019/12,FONDOS DE PENSIONES,8755.70480059
2019/12,FONDOS DE INVERSION,12835.6112821733
2019/12,OTRAS INSTITUCIONES FINANCIERAS,763.42
2019/12,EMPRESAS NO FINANCIERAS,839.92580744
2019/12,PERSONAS FÍSICAS,1395.52882021
